Wavelength,Responsivity
556.8,19.4194
556.9,19.4362
557,19.453
557.1,19.4698
557.2,19.4866
557.3,19.5035
557.4,19.5204
557.5,19.5374
557.6,19.5543
557.7,19.5713
557.8,19.5883
557.9,19.6053
558,19.6224
558.1,19.6394
558.2,19.6565
558.3,19.6736
558.4,19.6908
558.5,19.708
558.6,19.7252
558.7,19.7424
558.8,19.7596
558.9,19.7769
559,19.7942
559.1,19.8115
559.2,19.8288
559.3,19.8462
559.4,19.8636
559.5,19.881
559.6,19.8984
559.7,19.9159
559.8,19.9333
559.9,19.9508
560,19.9684
560.1,19.9859
560.2,20.0035
560.3,20.0211
560.4,20.0387
560.5,20.0564
560.6,20.0741
560.7,20.0918
560.8,20.1095
560.9,20.1272
561,20.145
561.1,20.1628
561.2,20.1806
561.3,20.1985
561.4,20.2163
561.5,20.2342
561.6,20.2521
561.7,20.27
561.8,20.2879
561.9,20.3057
562,20.3236
562.1,20.3414
562.2,20.3593
562.3,20.3771
562.4,20.3949
562.5,20.4127
562.6,20.4305
562.7,20.4483
562.8,20.4661
562.9,20.4839
563,20.5016
563.1,20.5194
563.2,20.5371
563.3,20.5549
563.4,20.5726
563.5,20.5903
563.6,20.608
563.7,20.6258
563.8,20.6434
563.9,20.6611
564,20.6788
564.1,20.6965
564.2,20.7141
564.3,20.7318
564.4,20.7494
564.5,20.7671
564.6,20.7847
564.7,20.8023
564.8,20.8199
564.9,20.8375
565,20.8551
565.1,20.8727
565.2,20.8903
565.3,20.9078
565.4,20.9254
565.5,20.9429
565.6,20.9605
565.7,20.978
565.8,20.9955
565.9,21.013
566,21.0305
566.1,21.048
566.2,21.0655
566.3,21.083
566.4,21.1005
566.5,21.1179
566.6,21.1354
566.7,21.1528
566.8,21.1702
566.9,21.1877
567,21.2051
567.1,21.2225
567.2,21.2399
567.3,21.2573
567.4,21.2746
567.5,21.292
567.6,21.3094
567.7,21.3267
567.8,21.3441
567.9,21.3614
568,21.3787
568.1,21.396
568.2,21.4134
568.3,21.4307
568.4,21.4479
568.5,21.4652
568.6,21.4825
568.7,21.4998
568.8,21.517
568.9,21.5343
569,21.5515
569.1,21.5687
569.2,21.586
569.3,21.6032
569.4,21.6204
569.5,21.6376
569.6,21.6548
569.7,21.6719
569.8,21.6891
569.9,21.7063
570,21.7234
570.1,21.7405
570.2,21.7577
570.3,21.7748
570.4,21.7919
570.5,21.809
570.6,21.8261
570.7,21.8432
570.8,21.8603
570.9,21.8774
571,21.8944
571.1,21.9115
571.2,21.9285
571.3,21.9456
571.4,21.9626
571.5,21.9796
571.6,21.9966
571.7,22.0136
571.8,22.0306
571.9,22.0476
572,22.0646
572.1,22.0815
572.2,22.0985
572.3,22.1154
572.4,22.1324
572.5,22.1493
572.6,22.1662
572.7,22.1831
572.8,22.2
572.9,22.2169
573,22.2338
573.1,22.2507
573.2,22.2676
573.3,22.2844
573.4,22.3013
573.5,22.3181
573.6,22.335
573.7,22.3518
573.8,22.3686
573.9,22.3854
574,22.4022
574.1,22.419
574.2,22.4358
574.3,22.4525
574.4,22.4693
574.5,22.4861
574.6,22.5028
574.7,22.5195
574.8,22.5363
574.9,22.553
575,22.5697
575.1,22.5864
575.2,22.6031
575.3,22.6198
575.4,22.6364
575.5,22.6531
575.6,22.6698
575.7,22.6864
575.8,22.7031
575.9,22.7197
576,22.7363
576.1,22.7529
576.2,22.7695
576.3,22.7861
576.4,22.8027
576.5,22.8192
576.6,22.8358
576.7,22.8524
576.8,22.8689
576.9,22.8854
577,22.902
577.1,22.9185
577.2,22.935
577.3,22.9515
577.4,22.968
577.5,22.9844
577.6,23.0009
577.7,23.0174
577.8,23.0338
577.9,23.0503
578,23.0667
578.1,23.0831
578.2,23.0995
578.3,23.1159
578.4,23.1323
578.5,23.1487
578.6,23.1651
578.7,23.1814
578.8,23.1978
578.9,23.2141
579,23.2305
579.1,23.2468
579.2,23.2631
579.3,23.2794
579.4,23.2957
579.5,23.312
579.6,23.3283
579.7,23.3446
579.8,23.3608
579.9,23.3771
580,23.3933
580.1,23.4096
580.2,23.4258
580.3,23.442
580.4,23.4582
580.5,23.4744
580.6,23.4906
580.7,23.5068
580.8,23.5229
580.9,23.5391
581,23.5553
581.1,23.5714
581.2,23.5875
581.3,23.6036
581.4,23.6198
581.5,23.6359
581.6,23.652
581.7,23.668
581.8,23.6841
581.9,23.7002
582,23.7162
582.1,23.7323
582.2,23.7483
582.3,23.7644
582.4,23.7804
582.5,23.7964
582.6,23.8124
582.7,23.8284
582.8,23.8444
582.9,23.8603
583,23.8763
583.1,23.8922
583.2,23.9082
583.3,23.9241
583.4,23.94
583.5,23.956
583.6,23.9719
583.7,23.9878
583.8,24.0037
583.9,24.0195
584,24.0354
584.1,24.0513
584.2,24.0671
584.3,24.083
584.4,24.0988
584.5,24.1146
584.6,24.1304
584.7,24.1462
584.8,24.162
584.9,24.1778
585,24.1936
585.1,24.2094
585.2,24.2251
585.3,24.2409
585.4,24.2566
585.5,24.2723
585.6,24.288
585.7,24.3038
585.8,24.3195
585.9,24.3352
586,24.3508
586.1,24.3665
586.2,24.3822
586.3,24.3978
586.4,24.4135
586.5,24.4291
586.6,24.4447
586.7,24.4603
586.8,24.476
586.9,24.4916
587,24.5071
587.1,24.5227
587.2,24.5383
587.3,24.554
587.4,24.5696
587.5,24.5853
587.6,24.601
587.7,24.6167
587.8,24.6325
587.9,24.6482
588,24.664
588.1,24.6798
588.2,24.6956
588.3,24.7115
588.4,24.7274
588.5,24.7432
588.6,24.7592
588.7,24.7751
588.8,24.7911
588.9,24.807
589,24.823
589.1,24.8391
589.2,24.8551
589.3,24.8712
589.4,24.8873
589.5,24.9034
589.6,24.9195
589.7,24.9357
589.8,24.9519
589.9,24.9681
590,24.9843
590.1,25.0005
590.2,25.0168
590.3,25.0331
590.4,25.0494
590.5,25.0657
590.6,25.0821
590.7,25.0985
590.8,25.1149
590.9,25.1313
591,25.1477
591.1,25.1642
591.2,25.1807
591.3,25.1972
591.4,25.2137
591.5,25.2303
591.6,25.2468
591.7,25.2634
591.8,25.2801
591.9,25.2967
592,25.3134
592.1,25.33
592.2,25.3467
592.3,25.3635
592.4,25.3802
592.5,25.397
592.6,25.4138
592.7,25.4306
592.8,25.4474
592.9,25.4643
593,25.4812
593.1,25.4981
593.2,25.515
593.3,25.532
593.4,25.5489
593.5,25.5659
593.6,25.5829
593.7,25.6
593.8,25.617
593.9,25.6341
594,25.6512
594.1,25.6683
594.2,25.6855
594.3,25.7026
594.4,25.7198
594.5,25.737
594.6,25.7543
594.7,25.7715
594.8,25.7888
594.9,25.8061
595,25.8234
595.1,25.8408
595.2,25.8581
595.3,25.8755
595.4,25.8929
595.5,25.9104
595.6,25.9278
595.7,25.9453
595.8,25.9628
595.9,25.9803
596,25.9978
596.1,26.0154
596.2,26.033
596.3,26.0506
596.4,26.0682
596.5,26.0859
596.6,26.1035
596.7,26.1212
596.8,26.1389
596.9,26.1567
597,26.1744
597.1,26.1922
597.2,26.21
597.3,26.2278
597.4,26.2457
597.5,26.2636
597.6,26.2815
597.7,26.2994
597.8,26.3173
597.9,26.3353
598,26.3532
598.1,26.3712
598.2,26.3893
598.3,26.4073
598.4,26.4254
598.5,26.4434
598.6,26.4615
598.7,26.4795
598.8,26.4975
598.9,26.5155
599,26.5335
599.1,26.5514
599.2,26.5694
599.3,26.5873
599.4,26.6053
599.5,26.6232
599.6,26.6411
599.7,26.659
599.8,26.6768
599.9,26.6947
600,26.7125
600.1,26.7303
600.2,26.7481
600.3,26.7659
600.4,26.7837
600.5,26.8015
600.6,26.8192
600.7,26.837
600.8,26.8547
600.9,26.8724
601,26.8901
601.1,26.9078
601.2,26.9254
601.3,26.9431
601.4,26.9607
601.5,26.9784
601.6,26.996
601.7,27.0136
601.8,27.0311
601.9,27.0487
602,27.0662
602.1,27.0838
602.2,27.1013
602.3,27.1188
602.4,27.1363
602.5,27.1538
602.6,27.1712
602.7,27.1887
602.8,27.2061
602.9,27.2236
603,27.241
603.1,27.2584
603.2,27.2757
603.3,27.2931
603.4,27.3104
603.5,27.3278
603.6,27.3451
603.7,27.3624
603.8,27.3797
603.9,27.397
604,27.4142
604.1,27.4315
604.2,27.4487
604.3,27.4659
604.4,27.4831
604.5,27.5003
604.6,27.5175
604.7,27.5347
604.8,27.5518
604.9,27.5689
605,27.5861
605.1,27.6032
605.2,27.6203
605.3,27.6373
605.4,27.6544
605.5,27.6714
605.6,27.6885
605.7,27.7055
605.8,27.7225
605.9,27.7395
606,27.7565
606.1,27.7734
606.2,27.7904
606.3,27.8073
606.4,27.8242
606.5,27.8411
606.6,27.858
606.7,27.8749
606.8,27.8917
606.9,27.9086
607,27.9254
607.1,27.9422
607.2,27.959
607.3,27.9758
607.4,27.9926
607.5,28.0094
607.6,28.0261
607.7,28.0428
607.8,28.0595
607.9,28.0762
608,28.0929
608.1,28.1096
608.2,28.1263
608.3,28.1429
608.4,28.1595
608.5,28.1762
608.6,28.1928
608.7,28.2093
608.8,28.2259
608.9,28.2425
609,28.259
609.1,28.2755
609.2,28.2921
609.3,28.3086
609.4,28.325
609.5,28.3415
609.6,28.358
609.7,28.3744
609.8,28.3908
609.9,28.4073
610,28.4237
610.1,28.44
610.2,28.4564
610.3,28.4728
610.4,28.4891
610.5,28.5054
610.6,28.5217
610.7,28.538
610.8,28.5543
610.9,28.5706
611,28.5869
611.1,28.6031
611.2,28.6193
611.3,28.6355
611.4,28.6517
611.5,28.6679
611.6,28.6841
611.7,28.7002
611.8,28.7164
611.9,28.7325
612,28.7486
612.1,28.7647
612.2,28.7808
612.3,28.7969
612.4,28.8129
612.5,28.829
612.6,28.845
612.7,28.861
612.8,28.877
612.9,28.893
613,28.9089
613.1,28.9249
613.2,28.9408
613.3,28.9568
613.4,28.9727
613.5,28.9886
613.6,29.0044
613.7,29.0203
613.8,29.0362
613.9,29.052
614,29.0678
614.1,29.0836
614.2,29.0994
614.3,29.1152
614.4,29.131
614.5,29.1467
614.6,29.1625
614.7,29.1782
614.8,29.1939
614.9,29.2096
615,29.2253
615.1,29.2409
615.2,29.2566
615.3,29.2722
615.4,29.2878
615.5,29.3034
615.6,29.319
615.7,29.3346
615.8,29.3502
615.9,29.3657
616,29.3813
616.1,29.3968
616.2,29.4123
616.3,29.4279
616.4,29.4434
616.5,29.459
616.6,29.4746
616.7,29.4902
616.8,29.5058
616.9,29.5215
617,29.5371
617.1,29.5528
617.2,29.5685
617.3,29.5842
617.4,29.5999
617.5,29.6157
617.6,29.6314
617.7,29.6472
617.8,29.6629
617.9,29.6787
618,29.6946
618.1,29.7104
618.2,29.7262
618.3,29.7421
618.4,29.758
618.5,29.7739
618.6,29.7898
618.7,29.8057
618.8,29.8216
618.9,29.8376
619,29.8535
619.1,29.8695
619.2,29.8855
619.3,29.9015
619.4,29.9176
619.5,29.9336
619.6,29.9497
619.7,29.9658
619.8,29.9819
619.9,29.998
620,30.0141
620.1,30.0302
620.2,30.0464
620.3,30.0626
620.4,30.0787
620.5,30.095
620.6,30.1112
620.7,30.1274
620.8,30.1437
620.9,30.1599
621,30.1762
621.1,30.1925
621.2,30.2088
621.3,30.2251
621.4,30.2415
621.5,30.2578
621.6,30.2742
621.7,30.2906
621.8,30.307
621.9,30.3234
622,30.3399
622.1,30.3563
622.2,30.3728
622.3,30.3893
622.4,30.4058
622.5,30.4223
622.6,30.4388
622.7,30.4554
622.8,30.4719
622.9,30.4885
623,30.5051
623.1,30.5217
623.2,30.5384
623.3,30.555
623.4,30.5716
623.5,30.5883
623.6,30.605
623.7,30.6217
623.8,30.6384
623.9,30.6552
624,30.6719
624.1,30.6887
624.2,30.7055
624.3,30.7223
624.4,30.7391
624.5,30.7559
624.6,30.7727
624.7,30.7896
624.8,30.8065
624.9,30.8234
625,30.8403
625.1,30.8572
625.2,30.8741
625.3,30.8911
625.4,30.9081
625.5,30.9251
625.6,30.9421
625.7,30.9591
625.8,30.9761
625.9,30.9931
626,31.0102
626.1,31.0273
626.2,31.0444
626.3,31.0615
626.4,31.0786
626.5,31.0958
626.6,31.1129
626.7,31.1301
626.8,31.1473
626.9,31.1645
627,31.1817
627.1,31.1989
627.2,31.2162
627.3,31.2335
627.4,31.2507
627.5,31.268
627.6,31.2853
627.7,31.3027
627.8,31.32
627.9,31.3374
628,31.3548
628.1,31.3721
628.2,31.3896
628.3,31.407
628.4,31.4244
628.5,31.4419
628.6,31.4593
628.7,31.4768
628.8,31.4943
628.9,31.5118
629,31.5294
629.1,31.5469
629.2,31.5645
629.3,31.5821
629.4,31.5997
629.5,31.6173
629.6,31.6349
629.7,31.6525
629.8,31.6702
629.9,31.6879
630,31.7056
630.1,31.7233
630.2,31.741
630.3,31.7587
630.4,31.7765
630.5,31.7942
630.6,31.812
630.7,31.8298
630.8,31.8476
630.9,31.8655
631,31.8833
631.1,31.9012
631.2,31.919
631.3,31.9369
631.4,31.9548
631.5,31.9728
631.6,31.9907
631.7,32.0087
631.8,32.0266
631.9,32.0446
632,32.0626
632.1,32.0806
632.2,32.0987
632.3,32.1167
632.4,32.1348
632.5,32.1528
632.6,32.1709
632.7,32.1891
632.8,32.2072
632.9,32.2253
633,32.2435
633.1,32.2617
633.2,32.2798
633.3,32.298
633.4,32.3163
633.5,32.3345
633.6,32.3528
633.7,32.371
633.8,32.3893
633.9,32.4076
634,32.4259
634.1,32.4442
634.2,32.4626
634.3,32.4809
634.4,32.4993
634.5,32.5177
634.6,32.5361
634.7,32.5545
634.8,32.573
634.9,32.5914
635,32.6099
635.1,32.6284
635.2,32.6469
635.3,32.6654
635.4,32.6839
635.5,32.7025
635.6,32.7211
635.7,32.7396
635.8,32.7582
635.9,32.7768
636,32.7955
636.1,32.8141
636.2,32.8328
636.3,32.8514
636.4,32.8701
636.5,32.8888
636.6,32.9076
636.7,32.9263
636.8,32.945
636.9,32.9638
637,32.9826
637.1,33.0014
637.2,33.0202
637.3,33.039
637.4,33.0579
637.5,33.0767
637.6,33.0956
637.7,33.1145
637.8,33.1334
637.9,33.1523
638,33.1713
638.1,33.1902
638.2,33.2092
638.3,33.2282
638.4,33.2472
638.5,33.2662
638.6,33.2852
638.7,33.3043
638.8,33.3234
638.9,33.3424
639,33.3615
639.1,33.3806
639.2,33.3998
639.3,33.4189
639.4,33.4381
639.5,33.4572
639.6,33.4764
639.7,33.4956
639.8,33.5149
639.9,33.5341
640,33.5533
640.1,33.5725
640.2,33.5917
640.3,33.6109
640.4,33.6301
640.5,33.6492
640.6,33.6684
640.7,33.6875
640.8,33.7066
640.9,33.7257
641,33.7448
641.1,33.7638
641.2,33.7828
641.3,33.8019
641.4,33.8209
641.5,33.8399
641.6,33.8588
641.7,33.8778
641.8,33.8967
641.9,33.9157
642,33.9346
642.1,33.9535
642.2,33.9723
642.3,33.9912
642.4,34.0101
642.5,34.0289
642.6,34.0477
642.7,34.0665
642.8,34.0853
642.9,34.104
643,34.1228
643.1,34.1415
643.2,34.1602
643.3,34.1789
643.4,34.1976
643.5,34.2163
643.6,34.2349
643.7,34.2536
643.8,34.2722
643.9,34.2908
644,34.3094
644.1,34.328
644.2,34.3465
644.3,34.3651
644.4,34.3836
644.5,34.4021
644.6,34.4206
644.7,34.4391
644.8,34.4575
644.9,34.476
645,34.4944
645.1,34.5128
645.2,34.5312
645.3,34.5496
645.4,34.5679
645.5,34.5863
645.6,34.6046
645.7,34.6229
645.8,34.6412
645.9,34.6595
646,34.6778
646.1,34.696
646.2,34.7143
646.3,34.7325
646.4,34.7507
646.5,34.7689
646.6,34.7871
646.7,34.8052
646.8,34.8234
646.9,34.8415
647,34.8596
647.1,34.8777
647.2,34.8958
647.3,34.9138
647.4,34.9319
647.5,34.9499
647.6,34.9679
647.7,34.9859
647.8,35.0039
647.9,35.0218
648,35.0398
648.1,35.0577
648.2,35.0756
648.3,35.0935
648.4,35.1114
648.5,35.1293
648.6,35.1471
648.7,35.1649
648.8,35.1828
648.9,35.2006
649,35.2184
649.1,35.2361
649.2,35.2539
649.3,35.2716
649.4,35.2893
649.5,35.307
649.6,35.3247
649.7,35.3424
649.8,35.3601
649.9,35.3777
650,35.3953
650.1,35.4129
650.2,35.4305
650.3,35.4481
650.4,35.4657
650.5,35.4832
650.6,35.5007
650.7,35.5183
650.8,35.5357
650.9,35.5532
651,35.5707
651.1,35.5881
651.2,35.6056
651.3,35.623
651.4,35.6404
651.5,35.6578
651.6,35.6751
651.7,35.6925
651.8,35.7098
651.9,35.7272
652,35.7445
652.1,35.7617
652.2,35.779
652.3,35.7963
652.4,35.8135
652.5,35.8307
652.6,35.8479
652.7,35.8651
652.8,35.8823
652.9,35.8995
653,35.9166
653.1,35.9337
653.2,35.9509
653.3,35.9679
653.4,35.985
653.5,36.0021
653.6,36.0191
653.7,36.0362
653.8,36.0532
653.9,36.0702
654,36.0872
654.1,36.1041
654.2,36.1211
654.3,36.138
654.4,36.1549
654.5,36.1718
654.6,36.1887
654.7,36.2056
654.8,36.2224
654.9,36.2393
655,36.2561
655.1,36.2729
655.2,36.2897
655.3,36.3065
655.4,36.3232
655.5,36.34
655.6,36.3567
655.7,36.3734
655.8,36.3901
655.9,36.4068
656,36.4234
656.1,36.4401
656.2,36.4567
656.3,36.4733
656.4,36.4899
656.5,36.5065
656.6,36.5231
656.7,36.5396
656.8,36.5562
656.9,36.5727
657,36.5892
657.1,36.6057
657.2,36.6221
657.3,36.6386
657.4,36.655
657.5,36.6714
657.6,36.6879
657.7,36.7042
657.8,36.7206
657.9,36.737
658,36.7533
658.1,36.7696
658.2,36.7859
658.3,36.8022
658.4,36.8185
658.5,36.8348
658.6,36.851
658.7,36.8673
658.8,36.8836
658.9,36.8999
659,36.9162
659.1,36.9326
659.2,36.9489
659.3,36.9653
659.4,36.9816
659.5,36.998
659.6,37.0144
659.7,37.0308
659.8,37.0472
659.9,37.0637
660,37.0801
660.1,37.0966
660.2,37.1131
660.3,37.1295
660.4,37.146
660.5,37.1625
660.6,37.1791
660.7,37.1956
660.8,37.2121
660.9,37.2287
661,37.2453
661.1,37.2619
661.2,37.2785
661.3,37.2951
661.4,37.3117
661.5,37.3283
661.6,37.345
661.7,37.3617
661.8,37.3783
661.9,37.395
662,37.4117
662.1,37.4284
662.2,37.4452
662.3,37.4619
662.4,37.4787
662.5,37.4954
662.6,37.5122
662.7,37.529
662.8,37.5458
662.9,37.5626
663,37.5794
663.1,37.5963
663.2,37.6131
663.3,37.63
663.4,37.6469
663.5,37.6638
663.6,37.6807
663.7,37.6976
663.8,37.7145
663.9,37.7315
664,37.7484
664.1,37.7654
664.2,37.7824
664.3,37.7994
664.4,37.8164
664.5,37.8334
664.6,37.8505
664.7,37.8675
664.8,37.8846
664.9,37.9016
665,37.9187
665.1,37.9358
665.2,37.9529
665.3,37.97
665.4,37.9872
665.5,38.0043
665.6,38.0215
665.7,38.0387
665.8,38.0559
665.9,38.0731
666,38.0903
666.1,38.1075
666.2,38.1247
666.3,38.142
666.4,38.1592
666.5,38.1765
666.6,38.1938
666.7,38.2111
666.8,38.2284
666.9,38.2458
667,38.2631
667.1,38.2804
667.2,38.2978
667.3,38.3152
667.4,38.3326
667.5,38.35
667.6,38.3674
667.7,38.3848
667.8,38.4023
667.9,38.4197
668,38.4372
668.1,38.4547
668.2,38.4722
668.3,38.4897
668.4,38.5072
668.5,38.5247
668.6,38.5423
668.7,38.5598
668.8,38.5774
668.9,38.595
669,38.6126
669.1,38.6302
669.2,38.6478
669.3,38.6655
669.4,38.6831
669.5,38.7008
669.6,38.7184
669.7,38.7361
669.8,38.7538
669.9,38.7715
670,38.7893
670.1,38.807
670.2,38.8247
670.3,38.8425
670.4,38.8603
670.5,38.8781
670.6,38.8959
670.7,38.9137
670.8,38.9315
670.9,38.9493
671,38.9672
671.1,38.9851
671.2,39.0029
671.3,39.0208
671.4,39.0387
671.5,39.0566
671.6,39.0744
671.7,39.0922
671.8,39.11
671.9,39.1278
672,39.1456
672.1,39.1634
672.2,39.1811
672.3,39.1989
672.4,39.2166
672.5,39.2343
672.6,39.252
672.7,39.2697
672.8,39.2874
672.9,39.305
673,39.3226
673.1,39.3403
673.2,39.3579
673.3,39.3754
673.4,39.393
673.5,39.4106
673.6,39.4281
673.7,39.4456
673.8,39.4632
673.9,39.4806
674,39.4981
674.1,39.5156
674.2,39.533
674.3,39.5505
674.4,39.5679
674.5,39.5853
674.6,39.6027
674.7,39.6201
674.8,39.6374
674.9,39.6548
675,39.6721
675.1,39.6894
675.2,39.7067
675.3,39.724
675.4,39.7413
675.5,39.7585
675.6,39.7758
675.7,39.793
675.8,39.8102
675.9,39.8274
676,39.8446
676.1,39.8618
676.2,39.8789
676.3,39.896
676.4,39.9132
676.5,39.9303
676.6,39.9474
676.7,39.9644
676.8,39.9815
676.9,39.9985
677,40.0156
677.1,40.0326
677.2,40.0496
677.3,40.0666
677.4,40.0835
677.5,40.1005
677.6,40.1174
677.7,40.1343
677.8,40.1512
677.9,40.1681
678,40.185
678.1,40.2019
678.2,40.2187
678.3,40.2356
678.4,40.2524
678.5,40.2692
678.6,40.286
678.7,40.3027
678.8,40.3195
678.9,40.3362
679,40.353
679.1,40.3697
679.2,40.3864
679.3,40.4031
679.4,40.4197
679.5,40.4364
679.6,40.453
679.7,40.4696
679.8,40.4862
679.9,40.5028
680,40.5194
680.1,40.536
680.2,40.5525
680.3,40.569
680.4,40.5855
680.5,40.602
680.6,40.6185
680.7,40.635
680.8,40.6515
680.9,40.6679
681,40.6843
681.1,40.7007
681.2,40.7171
681.3,40.7335
681.4,40.7499
681.5,40.7662
681.6,40.7826
681.7,40.7989
681.8,40.8152
681.9,40.8315
682,40.8477
682.1,40.864
682.2,40.8802
682.3,40.8965
682.4,40.9127
682.5,40.9289
682.6,40.9451
682.7,40.9612
682.8,40.9774
682.9,40.9935
683,41.0096
683.1,41.0257
683.2,41.0418
683.3,41.0579
683.4,41.074
683.5,41.09
683.6,41.1061
683.7,41.1221
683.8,41.1381
683.9,41.1541
684,41.17
684.1,41.186
684.2,41.2019
684.3,41.2179
684.4,41.2338
684.5,41.2497
684.6,41.2655
684.7,41.2814
684.8,41.2973
684.9,41.3131
685,41.3289
685.1,41.3447
685.2,41.3605
685.3,41.3763
685.4,41.392
685.5,41.4078
685.6,41.4235
685.7,41.4392
685.8,41.4549
685.9,41.4706
686,41.4863
686.1,41.5019
686.2,41.5176
686.3,41.5332
686.4,41.5488
686.5,41.5644
686.6,41.58
686.7,41.5956
686.8,41.6111
686.9,41.6266
687,41.6422
687.1,41.6577
687.2,41.6731
687.3,41.6886
687.4,41.7041
687.5,41.7195
687.6,41.7349
687.7,41.7504
687.8,41.7658
687.9,41.7811
688,41.7965
688.1,41.8119
688.2,41.8272
688.3,41.8425
688.4,41.8578
688.5,41.8731
688.6,41.8884
688.7,41.9037
688.8,41.9189
688.9,41.9342
689,41.9494
689.1,41.9647
689.2,41.9799
689.3,41.9951
689.4,42.0104
689.5,42.0256
689.6,42.0408
689.7,42.056
689.8,42.0713
689.9,42.0865
690,42.1017
690.1,42.1169
690.2,42.1321
690.3,42.1473
690.4,42.1625
690.5,42.1777
690.6,42.1929
690.7,42.208
690.8,42.2232
690.9,42.2384
691,42.2536
691.1,42.2687
691.2,42.2839
691.3,42.2991
691.4,42.3142
691.5,42.3294
691.6,42.3445
691.7,42.3597
691.8,42.3748
691.9,42.3899
692,42.4051
692.1,42.4202
692.2,42.4353
692.3,42.4504
692.4,42.4656
692.5,42.4807
692.6,42.4958
692.7,42.5109
692.8,42.526
692.9,42.5411
693,42.5562
693.1,42.5713
693.2,42.5864
693.3,42.6015
693.4,42.6165
693.5,42.6316
693.6,42.6467
693.7,42.6618
693.8,42.6768
693.9,42.6919
694,42.7069
694.1,42.722
694.2,42.737
694.3,42.7521
694.4,42.7671
694.5,42.7822
694.6,42.7972
694.7,42.8122
694.8,42.8273
694.9,42.8423
695,42.8573
695.1,42.8723
695.2,42.8873
695.3,42.9023
695.4,42.9174
695.5,42.9324
695.6,42.9473
695.7,42.9623
695.8,42.9773
695.9,42.9923
696,43.0073
696.1,43.0223
696.2,43.0372
696.3,43.0522
696.4,43.0672
696.5,43.0821
696.6,43.0971
696.7,43.1121
696.8,43.127
696.9,43.142
697,43.1569
697.1,43.1718
697.2,43.1868
697.3,43.2017
697.4,43.2166
697.5,43.2316
697.6,43.2465
697.7,43.2614
697.8,43.2763
697.9,43.2912
698,43.3061
698.1,43.321
698.2,43.3359
698.3,43.3508
698.4,43.3657
698.5,43.3806
698.6,43.3955
698.7,43.4104
698.8,43.4252
698.9,43.4401
699,43.455
699.1,43.4698
699.2,43.4847
699.3,43.4996
699.4,43.5144
699.5,43.5293
699.6,43.5441
699.7,43.5589
699.8,43.5738
699.9,43.5886
700,43.6035
700.1,43.6183
700.2,43.6331
700.3,43.6479
700.4,43.6627
700.5,43.6775
700.6,43.6923
700.7,43.7072
700.8,43.722
700.9,43.7367
701,43.7515
701.1,43.7663
701.2,43.7811
701.3,43.7959
701.4,43.8107
701.5,43.8254
701.6,43.8402
701.7,43.855
701.8,43.8697
701.9,43.8845
702,43.8992
702.1,43.914
702.2,43.9287
702.3,43.9435
702.4,43.9582
702.5,43.973
702.6,43.9877
702.7,44.0024
702.8,44.0171
702.9,44.0319
703,44.0466
703.1,44.0613
703.2,44.076
703.3,44.0907
703.4,44.1054
703.5,44.1201
703.6,44.1348
703.7,44.1495
703.8,44.1642
703.9,44.1788
704,44.1935
